,title,price,avg_rating,taste,score,brand,description,spirit_style,state,taste_list
85,Alexander Murray Tobermory 19 Yr,119.99,-1.0,None,-1,Alexander Murray," Islay, Scotland - Alexander Murray brings you this rare bottling of Tobermory that has a rich island character. To the nose, malt, seaweed and polished oak. On the palate, hints of spiced gingerbread and smoke. It finishes of with an elegant taste of sweetness and a hint of sea salt. ",Single Malt,Islay & Islands,['none']
86,Alexander Murray Tobermory 22 Yr,119.99,-1.0, Rich . Pepper . Fruit . Long ,-1,Alexander Murray," Island, Scotland- Golden in color with white pepper and fruit on the nose. The palate has layers of sweetness and fruit. Balanced between sweet and tart notes. Long, dry finish. ",Single Malt,Islay & Islands,"[' rich', 'pepper', 'fruit', 'long ']"
87,Amrut Cask Strength,67.99,4.0, Intense . Oak . Citrus . Long ,91,Amrut," India- Classic house style with bourbon notes fused with rich barley; caramel and coffee undertones throughout. Oak and barley flavors are followed by soft oils and a sharp jolt of blood orange citrus, softened on the finish. ",Single Malt,,"[' intense', 'oak', 'citrus', 'long ']"
88,Amrut Double Cask,199.99,-1.0,None,-1,Amrut, India- Amrut Double Cask is a unique blend from an ex-bourbon cask and a Pedro Jimenez port cask. Each of those barrels transfered to the whisky its organoleptic qualities. The bourbon casks' sweetness and generosity are gently entwined to the Pedro Jimenez casks' intensity. ,Single Malt,,['none']
89,Amrut Fusion,59.99,4.5, Rich . Fruit . Long ,89,Amrut," India- Rich, barley and fruit nose with citrus, spices, a creamy sweetness and a hint of peat. Palate is oaky, rich, with gentle peat, coffee and dark chocolate notes. Long, spicy sweet finish with a touch of citrus. ",Single Malt,,"[' rich', 'fruit', 'long ']"
90,Amrut Kadhambam,139.99,-1.0,None,-1,Amrut," India- This Amrut was matured in three casks. The casks used are Bangalore Blue Brandy, Rum, and Sherry Casks. It is rich in flavor with notes of oak and of sherry. A treasure to enjoy. ",Single Malt,,['none']
91,Amrut Peated Cask Strength,79.99,5.0,None,-1,Amrut," India- Golden yellow in color; smoky, spicy, with peat influences throughout. Nose is smoky, buttery with a hint of sweetness. Strong cinnamon flavor is accompanied with honey and smoke creating a warming sensation. Completed with a dry, smoky ending. ",Single Malt,,['none']
92,Amrut Peated Single Malt,59.99,5.0, Peat . Fruit . Balanced ,-1,Amrut," India- Aromas of sweet cured bacon, smoke, malt and sweet peat with a touch of caramel. Palate is loaded with fruit, malt and tart. Finishes medium, with peat emerging at the end. ",Single Malt,,"[' peat', 'fruit', 'balanced ']"
93,Amrut Portonova,129.99,-1.0,None,-1,Amrut," India- This Amrut was taken to Portugal, placed into Port Barrels, and then brought back to India to age. It is rich in flavor with oak and notes imparted from the port flavors. ",Single Malt,,['none']
94,Amrut Rye Single Malt,199.99,-1.0,None,-1,Amrut," India- Amrut Rye Single Malt is the first Indian whisky to be elaborated exclusively with European rye. With this unique whisky, Amrut distillery becomes one of the few distilleries to be producing with rye. Aged for 5 years in American oak casks, this is a fruity and delicate dram. ",Single Malt,,['none']
95,Amrut Sherry Cask,59.99,-1.0,None,-1,Amrut," India - There we go with that unique bitter-sweet overture where the oaks and barley appear joined at the hip; lovely soft oils and then a sharp jolt of blood orange citrus, which is removed by something more buttery and delicate. ",Single Malt,,['none']
96,Amrut Spectrum Single Malt,189.99,-1.0,None,-1,Amrut," India- A first in the world whisky, aged initially for 3 years in bourbon barrels then finished for 3 and a half years in a unique cask made from a combination of 5 different types of wood. American, French and Spanish new oak, and ex-Oloroso and ex-PX sherry casks. Big and bold. ",Single Malt,,['none']
97,Amrut Traditional,47.99,4.3, Rich . Oak . Cereal Grain . Balanced ,-1,Amrut," India- The nose is very powerful with oak, milk chocolate, almonds, apricots and spices. It's light and fruity on the palate, with barley and coconut flavors throughout. The finish is medium long with peppers and again the taste of the oak lingers. ",Single Malt,,"[' rich', 'oak', 'cereal grain', 'balanced ']"
98,Amrut Two Continent,109.99,-1.0,None,-1,,,Single Malt,,['none']
99,AnCnoc 12 Yr,36.99,4.7, Rich . Honey . Fruit . Long ,91,AnCnoc," Highlands, Scotland- Soft and very aromatic nose with a hint of honey and lemon in the foreground. Sweet taste to start with an appetising fruitiness and a long, smooth finish. ",Single Malt,Highland,"[' rich', 'honey', 'fruit', 'long ']"
100,AnCnoc 18 Yr,109.99,-1.0,None,-1,AnCnoc," Highland, Scotland- Traditionally distilled spirit with a modern twist. Bold, full-bodied, and aromatic with a hint of citrus. Gentle spice, sweet dried fruit, and silk chocolate aromas. Candied lemon followed by a surge of vanilla custard and runny caramel on the palate. Long finish. ",Single Malt,Highland,['none']
101,AnCnoc 22 Yr,159.99,-1.0,None,-1,AnCnoc," Scotland- Sweet biscuity aromas with hints of manuka honey and toffee apples. Full flavor with notes of Corinth raisins and citrus with hints of spice, custard and leather. Finishes long with honey and allspice. Enjoy neat. ",Single Malt,Highland,['none']
102,AnCnoc Blas,67.99,-1.0,None,-1,AnCnoc," Highlands, Scotland - This Limited Edition expression has matured in Spanish and American oak, and has been bottled in its most natural form, neither chill-filtered nor colored. Sip neat and enjoy. ",Single Malt,Highland,['none']
103,AnCnoc Cutter Single Malt,52.99,-1.0,None,-1,AnCnoc," Scotland - On the palate: smoky intensity with ashy overtones, a slight apple-core bitterness and a spicy vanilla heart. This is a richly phenolic whisky for the seasoned peat-lovers or those looking to shine light on their dark side of flavor and experience a truly peaty dram. Enjoy! ",Single Malt,,['none']
104,AnCnoc Peter Arkle,69.99,-1.0,None,-1,AnCnoc," Scotland- A vatting of Fino Sherry matured AnCnoc between 6 and 12 years old. Sweet sherry and baking spice on the nose. Rich, baked apple and barley sugar on the palate. Lingering finish with milk chocolate and sherry spice. Special Release. ",Single Malt,Highland,['none']
105,AnCnoc Peter Arkle 2nd Edition,65.99,-1.0,None,-1,AnCnoc, Scotland- The second release from the limited edition collaborations of Knockdhu Distillery and Scottish illustrator Peter Arkle. Aromas of sweet vanilla with notes of rich and spicy toffee that lead into flavors of baked apple and spices reminiscent of apple pie. Enjoy on its own. ,Single Malt,Highland,['none']
106,AnCnoc Peter Arkle 3rd Edition,75.99,-1.0,None,-1,AnCnoc," Scotland- Notes of honey and lemon accompanied by apples and sweet vanilla on the nose. Spicy flavor with notes of vibrant citrus, sherry and dark chocolate that finishes long and smooth with notes of oranges and sherry. Enjoy on the rocks! ",Single Malt,Highland,['none']
107,AnCnoc Peter Arkle 4th Edition,69.99,-1.0,None,-1,AnCnoc," Highland, Scotland - Polished gold color. to the nose, top notes of cut flowers and lemon meringue. It opems up honey sweetness, creamy vanilla and a toouch of sherry spice. Rich and firm-textured, sweet flavors of raisins and honey, followed by orange peel and hot toffee. ",Single Malt,Highland,['none']
108,AnCnoc Rutter Single Malt,51.99,-1.0,None,-1,AnCnoc," Highlands, Scotland - The apple now becomes fruity boiled sweets, and on into bubblegum, all sat on a cloud of smoke. Slightly chocolaty too. It can be enjoyed neat, with water, with ice or mixed. ",Single Malt,Highland,['none']
109,Annasach Reserve 25 Yr,299.99,5.0, Rich . Vanilla . Dried Fruit . Smoke . Long ,-1,Annasach," Scotland - The nose is reminiscent of Christmas spice with dried fruits, caramelized sugar and vanilla with just a whiff of bonfire smoke. The palate is velvety smooth with oaky notes and zesty citrus. The finish is slightly dry and lingers a while. Sip neat or with a splash of water. ",Blended Scotch,,"[' rich', 'vanilla', 'dried fruit', 'smoke', 'long ']"
110,Antiquary 12,26.99,-1.0,None,-1,Antiquary," Highlands, Scotland- A balance of fruity and malty aromas reflects the significant use of fine Speyside malts in this blend. The taste contains a subtle fruitiness with a hint of apples. Smooth, with depth of flavor and a long aftertaste. ",Single Malt,,['none']
111,Ardbeg 10yr,59.99,4.6, Intense . Smoke . Peat . Long ,93,Ardbeg," Islay, Scotland- Ardbeg 10 year old Single Malt Scotch Whisky has strong peat overtones, tobacco and coffee notes. Beautifully balanced, complex and deep, with a long and smokey finish. Rated World Whiskey of the Year and The Scotch Whiskey of the Year- Jim Murray's Whiskey Bible 2008 ",Single Malt,Islay & Islands,"[' intense', 'smoke', 'peat', 'long ']"
112,Ardbeg 10Yr Warehouse Gift,50.99,-1.0,None,-1,Ardbeg," Islay, Scotland- Ardbeg 10 year old Single Malt Scotch Whisky has strong peat overtones, tobacco and coffee notes. Beautifully balanced, complex and deep, with a long and smokey finish. Holiday gift comes in a beautifully made Ardbeg warehouse box. ",Single Malt,Islay & Islands,['none']
113,Ardbeg 21Yr Single Malt,589.99,-1.0, Intense . Smoke . Pepper . Toffee . Complex ,-1,Ardbeg," Islay & Islands, Scotland- A beautiful, sumptuous but curious mix of tarry smoke, Ardbeg ice cream and black pepper. Some green leafy herbal top notes are then discovered in the form of fennel and basil. A splash of water releases sweet toffee, popcorn and buttery oak. ",Single Malt,Islay & Islands,"[' intense', 'smoke', 'pepper', 'toffee', 'complex ']"
114,Ardbeg An Oa,49.99,3.7,None,93,Ardbeg," Islay, Scotland- 2017 #6 Whiskey of the Year from Whiskey Advocate. Soft, smooth tastes of butterscotch, a devilish and deliciously sweet silkiness born of new charred oak and Pedro Ximenez sherry casks. Punctured with hints of clove and tiny stings of black pepper. ",Single Malt,Islay & Islands,['none']
115,Ardbeg Auriverde,119.99,-1.0,None,-1,Ardbed Auriverde," Islay, Scotland - The nose gives smoked bacon, vanilla, pomegranates, fizzy-sweets and lemon-zest. The palate is initially sweet and progresses with peat. The finish is long with hints of cocoa. Sip neat. ",Single Malt,,['none']
116,Ardbeg Corryvreckan Single Malt,84.99,4.9,None,96,Ardbeg," Islay, Scotland- A deliciously deep, powerfully peaty and wonderfully wild whisky. Has strong peat overtones, nuanced by tobacco and coffee notes, with a long and smokey finish. ",Single Malt,,['none']
117,Ardbeg Grooves,129.99,3.3,None,-1,Ardbeg," Scotland- Ardbeg Grooves, a whisky that has been laid down in wine casks, intensely charred to produce heavy grooves on the surface of the wood. The result is a whisky aromatic with smoked spices and distant bonfires, sweet vibes of vanilla popcorn and smoky soot. ",Single Malt,Islay & Islands,['none']
118,Ardbeg Grooves Committee Release,159.99,-1.0,None,-1,Ardbeg," Scotland- A whisky that has been laid down in wine casks, intensely charred to produce heavy grooves on the surface of the wood. The result is a whisky aromatic with smoked spices and distant bonfires, sweet vibes of vanilla popcorn fading into a mellow haze of apples and smoked pear ",Single Malt,Islay & Islands,['none']
119,Ardbeg Kelpie,129.99,5.0,None,-1,Ardbeg," Scotland- Aged in rare virgin oak casks from the Black Sea region and non-chill filtered. Incredible depth and complexity are revealed through notes of oily peat, dark chocolate, and waves of seaweed. The intense aromas are followed by a peppery mouthfeel and deep, long finish. ",Single Malt,Islay & Islands,['none']
120,Ardbeg Kelpie Committee Release,119.99,5.0,None,-1,Ardbeg," Scotland- Aged in rare virgin oak casks from the Black Sea region and non-chill filtered. Incredible depth and complexity are revealed through notes of oily peat, dark chocolate, and waves of seaweed. Intense aromas are followed by a peppery mouthfeel and deep, long finish. High proof. ",Single Malt,Islay & Islands,['none']
121,Ardbeg Perpetuum,98.99,5.0,None,-1,Ardbeg," Islay, Scotland - Celebrating the 200th anniversary of the Ardbeg distillery, this one time limited release provides a round, full and sweet scotch with a delicate touch of smoke. True to the Ardbeg name, tastes of chocolate and vanilla, with a mellow finish. ",Single Malt,,['none']
122,Ardbeg Quadrant w/ 2 Glasses,60.99,-1.0,None,-1,Ardbeg," Islay, Scotland - To the nose, a ridge of vanilla leads to mountain of peat capped with citrus fruits and circled by clouds of sea spray. On the palate, sweet vanilla counterbalanced with lemon and lime. The finish is long and glorious; sea salted caramel and beach bonfire smoke. ",Single Malt,Islay & Islands,['none']
123,Ardbeg Twenty Something 23Yr,549.99,-1.0, Rich . Vanilla . Smoke . Fruit . Balanced ,-1,Ardbeg," Islay, Scotland- This limited edition 23 year old Scotch has initial bursts of vanilla cream, sweet wood smoke, and bubble gum mingle with chocolate. Fresh tropical fruits are infused with deep chocolate and sherry notes. Long finish with herbal notes and a hint of spice. ",Single Malt,Islay & Islands,"[' rich', 'vanilla', 'smoke', 'fruit', 'balanced ']"
124,Ardbeg Uigeadail,75.99,4.3, Intense . Peat . Smoke . Long ,95,Ardbeg," Islay, Scotland- A marriage of Ardbeg from bourbon barrel and sherry butt which gives a sweet and smokey finish to this malt bottled at cask strength. Uigeadail is the name of the loch from which all Ardbeg water flows. ",Single Malt,Islay & Islands,"[' intense', 'peat', 'smoke', 'long ']"
125,Ardbeg w/ 2 glasses,50.99,-1.0,None,-1,Ardbeg," Islay, Scotland - To the nose, a burst of intense smoky fruit escapes into the atmosphere - peat infused with zesty lemon and lime, wrapped in waxy dark chocolate. The peat effervesces with tangy lemon and lime juice, black pepper pops with sizzling cinnamon-spiced toffee. ",Single Malt,,['none']
126,Ardberg Single Malt Scotch Double Barrel,19999.99,-1.0, Intense . Smoke . Vanilla . Oak . Balanced ,-1,Ardbeg," Scotland- Ardbeg Double Barrel is something pretty special. This leather case from Purdey and Sons contains a two single cask Ardbergs from 1974, both bottled at cask strength and packaged in hand-blown bottles with sterling silver labels. ",Single Malt,Islay & Islands,"[' intense', 'smoke', 'vanilla', 'oak', 'balanced ']"
127,Ardmore Single Malt,47.99,3.8, Rich . Tobacco . Spice . Long ,-1,Ardmore," Highland, Scotland- Sweet tobacco, chocolate, orange and spice with gentle notes of peat all the way along with wonderful malty tones. Subtle but complex in the mouth with lively flow and loads of emerging flavors. ",Single Malt,Highland,"[' rich', 'tobacco', 'spice', 'long ']"
